skill	deepchem	skills-dir	Molecular ML with diverse featurizers and pre-built datasets. Use for property prediction (ADMET, toxicity) with traditional ML or GNNs w...
skill	deepspot-m	skills-dir	Generate transcriptome-wide virtual spatial transcriptomics from H&E histology with DeepSpot-M. Use when you need spatial gene expression...
skill	deeptools	skills-dir	NGS analysis toolkit. BAM to bigWig conversion, QC (correlation, PCA, fingerprints), heatmaps/profiles (TSS, peaks), for ChIP-seq, RNA-se...
skill	depmap	skills-dir	Query the Cancer Dependency Map (DepMap) for cancer cell line gene dependency scores (CRISPR Chronos), drug sensitivity data, and gene ef...
skill	design-consultation	skills-dir	Design consultation: understands your product, researches the landscape, proposes a complete design system (aesthetic, typography, color,...
skill	design-html	skills-dir	Design finalization: generates production-quality Pretext-native HTML/CSS. (gstack)
skill	design-review	skills-dir	Designer's eye QA: finds visual inconsistency, spacing issues, hierarchy problems, AI slop patterns, and slow interactions — then fixes t...
skill	design-shotgun	skills-dir	Design shotgun: generate multiple AI design variants, open a comparison board, collect structured feedback, and iterate. (gstack)
skill	devex-review	skills-dir	Live developer experience audit. (gstack)
skill	dhdna-profiler	skills-dir	Extract cognitive patterns and thinking fingerprints from any text. Use this skill when the user wants to analyze how someone thinks, und...
skill	diagram	skills-dir	Turn an English description (or mermaid source) into a diagram triplet: the source, an editable .excalidraw file you can open on excalidr...
skill	diffdock	skills-dir	DiffDock and DiffDock-L molecular docking. Use for protein-small-molecule pose prediction from PDB or sequence plus SMILES/SDF/MOL2, batc...
skill	dnanexus-integration	skills-dir	Build and operate reproducible genomics workloads on DNAnexus with the dx CLI, dxpy, apps/applets, native workflows, dxCompiler, and Next...
skill	document-generate	skills-dir	Generate missing documentation from scratch for a feature, module, or entire project. (gstack)
skill	document-release	skills-dir	Post-ship documentation update. (gstack)
skill	docx	skills-dir	Use this skill whenever the user wants to create, read, edit, or manipulate Word documents (.docx files) or Word templates (.dotx files)....
skill	emil-design-eng	skills-dir	This skill encodes Emil Kowalski's philosophy on UI polish, component design, animation decisions, and the invisible details that make so...
skill	esm	skills-dir	Use when working directly with the `esm` Python SDK, ESM3 or ESMC model IDs, Forge/Biohub inference clients, or ESMFold2 folding workflows.
skill	etetoolkit	skills-dir	Analyze, manipulate, compare, annotate, and visualize phylogenetic or other hierarchical trees with ETE 4. Use for Newick/Nexus tree I/O,...
skill	exa-search	skills-dir	Web toolkit powered by Exa, tuned for scientific and technical content. Use this skill when the user needs to search the web or fetch/ext...
skill	experimental-design	skills-dir	Design experiments and studies BEFORE data is collected — choosing a design, randomizing, blocking, and laying out treatment combinations...
skill	exploratory-data-analysis	skills-dir	Perform bounded, local exploratory analysis of explicitly supported scientific files. Use for redacted CSV/TSV/JSON profiles; optional Nu...
skill	ffuf-web-fuzzing	skills-dir	Expert guidance for ffuf web fuzzing during penetration testing, including authenticated fuzzing with raw requests, auto-calibration, and...
skill	find-skills	skills-dir	Helps users discover and install agent skills when they ask questions like "how do I do X", "find a skill for X", "is there a skill that ...
skill	finding-duplicate-functions	skills-dir	Use when auditing a codebase for semantic duplication - functions that do the same thing but have different names or implementations. Esp...
skill	flowio	skills-dir	Read, inspect, and write Flow Cytometry Standard (FCS) 2.0, 3.0, and 3.1 files with FlowIO. Use for low-level FCS metadata and channel in...
skill	fluidsim	skills-dir	Plan, configure, inspect, restart, and analyze bounded FluidSim computational-fluid-dynamics simulations with explicit numerical-validity...
skill	freeze	skills-dir	Restrict file edits to a specific directory for the session. (gstack)
skill	generate-image	skills-dir	Generate or edit images with AI models through the OpenRouter Image API (Gemini, Seedream, Recraft, GPT-Image, Riverflow). Use for photos...
skill	geniml	skills-dir	Use Geniml for audited local genomic-interval workflows: validate BED and universe contracts, plan Region2Vec or scEmbed runs, inspect mo...
skill	genomic-coordinates	skills-dir	Convert genomic intervals between coordinate conventions, normalise and compare variant representations, and detect assembly or contig-na...
skill	genomic-intelligence	skills-dir	Predict regulatory features, gene structure, and expression directly from DNA sequence using Genomic Intelligence's hosted transformer DN...
skill	geomaster	skills-dir	Comprehensive geospatial science skill covering remote sensing, GIS, spatial analysis, machine learning for earth observation, and 30+ sc...
skill	geopandas	skills-dir	Guidance and local audit tools for Python workflows that directly use GeoPandas GeoSeries, GeoDataFrame, spatial operations, or vector-da...
skill	get-available-resources	skills-dir	Detect host inventory and effective CPU, memory, disk, scheduler, container, and accelerator limits when a user asks for resource-aware p...
skill	gget	skills-dir	Fast CLI/Python queries to 20+ bioinformatics databases. Use for quick lookups: gene info, BLAST/BLAT, viral sequence downloads, AlphaFol...
skill	ginkgo-cloud-lab	skills-dir	Submit and manage protocols on Ginkgo Bioworks Cloud Lab (cloud.ginkgo.bio), a web-based interface for autonomous lab execution on Reconf...
skill	glycoengineering	skills-dir	Analyze and engineer protein glycosylation. Scan sequences for N-glycosylation sequons (N-X-S/T), predict O-glycosylation hotspots, and a...
skill	gstack	skills-dir	Router for the gstack skill suite. (gstack)
skill	gstack-upgrade	skills-dir	Upgrade gstack to the latest version.
skill	gtars	skills-dir	Use Gtars for local genomic interval models and set algebra, overlaps and counts, consensus and coverage, tokenization, fragment processi...
skill	guard	skills-dir	Full safety mode: destructive command warnings + directory-scoped edits. (gstack)
skill	health	skills-dir	Code quality dashboard. (gstack)
skill	histolab	skills-dir	Lightweight WSI tile extraction and preprocessing. Use for basic slide processing, tissue detection, tile extraction, and stain normaliza...
skill	hugging-science	skills-dir	Use when the user is doing AI/ML work in a scientific domain such as biology, chemistry, physics, astronomy, climate, genomics, materials...
skill	hypogenic	skills-dir	Plans and audits use of ChicagoHAI HypoGeniC/HypoRefine for LLM-assisted hypothesis generation from labeled text datasets. Use for the `h...
skill	hypothesis-generation	skills-dir	Formulate evidence-bounded scientific questions, candidate hypotheses, rival explanations, causal or associational claims, discriminating...
skill	imaging-data-commons	skills-dir	Query and download public cancer imaging data from NCI Imaging Data Commons. Invoke for any question about IDC collections, cancer imagin...
skill	infographics	skills-dir	Create professional infographics using Nano Banana Pro AI with smart iterative refinement. Uses Gemini 3.6 Flash for quality review. Inte...
skill	investigate	skills-dir	Systematic debugging with root cause investigation. (gstack)
skill	ios-clean	skills-dir	Remove the DebugBridge SPM package and all #if DEBUG wiring from an iOS app. (gstack)
skill	ios-design-review	skills-dir	Visual design audit for iOS apps on real hardware. (gstack)
skill	ios-fix	skills-dir	Autonomous iOS bug fixer. (gstack)
skill	ios-qa	skills-dir	Live-device iOS QA for SwiftUI apps. (gstack)
skill	ios-sync	skills-dir	Regenerate the iOS debug bridge against the latest upstream gstack templates. (gstack)
skill	iso-standards-readiness	skills-dir	Prepares and structurally reviews readiness evidence for ISO management-system and laboratory-competence standards - ISO 13485 medical de...
skill	lab-hardware-cad	skills-dir	Design custom laboratory hardware as parametric build123d models and export fabrication-ready STEP, STL, and DXF files - microfluidic chi...
skill	labarchive-integration	skills-dir	Securely integrate with the official LabArchives ELN REST-like API and Inventory API v1. Use for regional endpoint selection, signed-requ...
skill	lamindb	skills-dir	Use when working with LaminDB, the open-source lineage-native lakehouse for biological datasets and models. Covers setup, artifact regist...
skill	land-and-deploy	skills-dir	Land and deploy workflow. (gstack)
skill	landing-report	skills-dir	Read-only queue dashboard for workspace-aware ship. (gstack)
skill	latchbio-integration	skills-dir	Build, register, debug, and operate bioinformatics workflows on Latch using the Python SDK, CLI, Latch Data and Registry, Nextflow, Snake...
skill	latex-posters	skills-dir	Create professional research posters in LaTeX using beamerposter, tikzposter, or baposter. Support for conference presentations, academic...
skill	learn	skills-dir	Manage project learnings.
skill	liteparse	skills-dir	Local document and PDF parsing that returns spatial text with bounding boxes. Use for extracting text from PDFs, DOCX, Office files, and ...
skill	literature-review	skills-dir	Conduct comprehensive, systematic literature reviews using multiple academic databases (PubMed, arXiv, bioRxiv, Semantic Scholar, etc.). ...
skill	make-pdf	skills-dir	Turn any markdown file into a publication-quality PDF. (gstack)
skill	markdown-mermaid-writing	skills-dir	Comprehensive markdown and Mermaid diagram writing skill. Use when creating any scientific document, report, analysis, or visualization. ...
skill	market-research-reports	skills-dir	Build evidence-traceable market research reports and assumption-driven market sizing or forecast scenarios. Use for market definition, in...
skill	markitdown	skills-dir	Convert heterogeneous documents and selected URIs to Markdown with Microsoft MarkItDown for text analysis, search, and LLM/RAG ingestion....
skill	matchms	skills-dir	Process, clean, compare, and search tandem mass spectra with matchms. Use for MS/MS file I/O, metadata harmonization, peak filtering, spe...
skill	matlab	skills-dir	Build, review, migrate, and safely plan MATLAB or GNU Octave numerical workflows, including arrays, tabular/time data, tests, projects, g...
skill	matplotlib	skills-dir	Low-level plotting library for full customization. Use when you need fine-grained control over every plot element, creating novel plot ty...
skill	mcp-cli	skills-dir	Use MCP servers on-demand via the mcp CLI tool - discover tools, resources, and prompts without polluting context with pre-loaded MCP int...
skill	medchem	skills-dir	Medicinal chemistry filters for compound triage. Apply drug-likeness rules (Lipinski, Veber, CNS), structural alert catalogs (PAINS, NIBR...
skill	modal	skills-dir	Modal is a serverless cloud platform for running Python on demand, including on-demand GPUs. Use when deploying or serving AI/ML models, ...
skill	molecular-dynamics	skills-dir	Run and analyze molecular dynamics simulations with OpenMM and MDAnalysis. Set up protein/small molecule systems, define force fields, ru...
skill	molfeat	skills-dir	Molecular featurization for ML (100+ featurizers). ECFP, MACCS, descriptors, pretrained models (ChemBERTa), convert SMILES to features, f...
skill	ncats-arax	skills-dir	Queries the NCATS Translator ARAX production API for bounded, typed, provenance-rich one-hop and endpoint-pinned two-hop biomedical knowl...
skill	networkx	skills-dir	Create, analyze, and visualize complex networks and graphs in Python with NetworkX. Use when working with network/graph data structures, ...
skill	neurokit2	skills-dir	Use NeuroKit2 to build or audit reproducible research workflows for physiological time-series preprocessing, event/interval analysis, mul...
skill	neuropixels-analysis	skills-dir	Analyze Neuropixels extracellular recordings end-to-end with SpikeInterface. Covers loading SpikeGLX/Open Ephys/NWB data, preprocessing, ...
skill	nextflow	skills-dir	Build, run, and debug Nextflow data pipelines and nf-core workflows end to end. Use whenever the user mentions Nextflow, nf-core, .nf fil...
skill	office-hours	skills-dir	YC Office Hours — two modes. (gstack)
skill	omero-integration	skills-dir	Securely inspect and automate microscopy data workflows against OMERO.server with omero-py, BlitzGateway, OMERO CLI, tables, annotations,...
skill	onekgpd	skills-dir	Query the 1000 Genomes Project dataset (3,202 whole-genome-sequenced individuals, GRCh38) at the level of individual participants. Use wh...
skill	ontology-term-resolution	skills-dir	Resolve free-text scientific labels to ontology term IDs and validate existing CURIEs against the EBI Ontology Lookup Service (OLS4). Use...
skill	open-gstack-browser	skills-dir	Launch GStack Browser — AI-controlled Chromium with the sidebar extension baked in.
skill	open-notebook	skills-dir	Self-hosted, open-source alternative to Google NotebookLM for AI-powered research and document analysis. Use when organizing research mat...
skill	openpiv	skills-dir	Particle Image Velocimetry (PIV) analysis with OpenPIV. Use when extracting velocity fields from PIV image pairs, analyzing fluid dynamic...
skill	opentrons-integration	skills-dir	Author, review, migrate, simulate, and troubleshoot official Opentrons Python Protocol API v2 protocols for Flex and OT-2 robots. Use for...
skill	optimize-for-gpu	skills-dir	GPU-accelerates scientific Python on NVIDIA hardware and verifies that the result is correct and faster. Use for CUDA/GPU optimization; C...
skill	pacsomatic	skills-dir	Operator toolkit for nf-core/pacsomatic matched tumor-normal workflows from BAM inputs. Use this skill when the user needs to validate ru...
skill	pair-agent	skills-dir	Pair a remote AI agent with your browser. (gstack)
skill	paper-lookup	skills-dir	Search 11 academic literature APIs for papers, preprints, citations, and open-access full text, and return results with reproducible prov...
skill	paperclip	skills-dir	Search and read full-text biomedical papers, FDA/PMDA/EMA regulatory documents, clinical trial registries, and UniProt/PDB/ChEMBL entries...
skill	paperzilla	skills-dir	Chat with your agent about projects, recommendations, and canonical papers in Paperzilla. Use when users ask for recent project recommend...
skill	parallel-web	skills-dir	Use Parallel CLI for web search, URL extraction, deep research, structured data enrichment, entity discovery, and recurring web monitorin...
skill	pathml	skills-dir	Use PathML for local, research-only computational pathology workflows: load and tile slides, build preprocessing and QC pipelines, manage...
skill	pathogen-variant-surveillance	skills-dir	Query live pathogen genomic surveillance data through the GenSpectrum LAPIS API to find which viral lineages are circulating now, how fas...
skill	pathway-enrichment	skills-dir	Run pathway and gene-set enrichment analysis on gene lists or ranked gene data, then interpret the results. Use whenever the user has a s...
skill	pdf	skills-dir	Use this skill whenever the user wants to do anything with PDF files. This includes reading or extracting text/tables from PDFs, combinin...
skill	peer-review	skills-dir	Prepare evidence-bounded, constructive peer-review drafts and structured manuscript assessments. Use for authorized review of scientific ...
skill	pennylane	skills-dir	Hardware-agnostic quantum ML framework with automatic differentiation. Use when training quantum circuits via gradients, building hybrid ...
skill	phylogenetics	skills-dir	Build and analyze phylogenetic trees using MAFFT (multiple alignment), IQ-TREE 2 (maximum likelihood), and FastTree (fast NJ/ML). Visuali...
skill	pi-agent	skills-dir	Build with and use Pi, the minimal terminal coding harness. Use for installing Pi, configuring providers/models/settings/environment vari...
skill	pkpd-modeling	skills-dir	Pharmacokinetic and pharmacodynamic modelling and simulation - non-compartmental analysis, compartmental and population PK, PK/PD and exp...
skill	plan-ceo-review	skills-dir	CEO/founder-mode plan review. (gstack)
skill	plan-design-review	skills-dir	Designer's eye plan review — interactive, like CEO and Eng review. (gstack)
skill	plan-devex-review	skills-dir	Interactive developer experience plan review. (gstack)
skill	plan-eng-review	skills-dir	Eng manager-mode plan review. (gstack)
skill	plan-tune	skills-dir	Self-tuning question sensitivity + developer psychographic for gstack (v1: observational). (gstack)
skill	polars	skills-dir	High-performance DataFrame library for Python ETL, analytics, and pandas migration. Use for expression-based data manipulation with lazy ...
skill	polars-bio	skills-dir	High-performance genomic interval operations and bioinformatics file I/O on Polars DataFrames. Overlap, nearest, merge, coverage, complem...
skill	pptx	skills-dir	Use this skill any time a .pptx or .potx file is involved in any way — as input, output, or both. This includes: creating slide decks, pi...
skill	pptx-posters	skills-dir	Create and audit editable scientific posters in macro-free PowerPoint (.pptx) from author-approved local content and assets. Use when the...
skill	primekg	skills-dir	Query the Precision Medicine Knowledge Graph (PrimeKG) for multiscale biological data including genes, drugs, diseases, phenotypes, and m...
skill	protocolsio-integration	skills-dir	Read, validate, and safely export protocols.io data with current official REST/MCP contracts, or create non-executing mutation plans. The...
skill	pufferlib	skills-dir	Version-aware guidance for PufferLib reinforcement-learning environments, vectorization, policies, PuffeRL training, evaluation, and safe...
skill	pydeseq2	skills-dir	Differential gene expression analysis for bulk RNA-seq with PyDESeq2, including formulaic designs, Wald tests, FDR correction, LFC shrink...
skill	pydicom	skills-dir	Use pydicom to read, inspect, write, transform, and safely preflight local DICOM datasets and pixel data. Applies to DICOM metadata, tran...
skill	pyhealth	skills-dir	Build clinical/healthcare deep-learning pipelines with PyHealth — loading EHR/signal/imaging datasets (MIMIC-III/IV, eICU, OMOP, SleepEDF...
skill	pylabrobot	skills-dir	Develop and review PyLabRobot lab-automation resources, liquid-handling plans, offline simulations, and supported-device integrations. Us...
skill	pymatgen	skills-dir	Analyze, validate, convert, and transform materials structures and computed materials data with current pymatgen APIs, including local ph...
skill	pymc	skills-dir	Bayesian modeling with PyMC. Build hierarchical models, MCMC (NUTS), variational inference, LOO/WAIC comparison, posterior checks, for pr...
skill	pymoo	skills-dir	Multi-objective optimization framework. NSGA-II, NSGA-III, MOEA/D, Pareto fronts, constraint handling, benchmarks (ZDT, DTLZ), for engine...
skill	pyopenms	skills-dir	Complete mass spectrometry analysis platform. Use for proteomics and metabolomics workflows—feature detection, peptide/protein identifica...
skill	pysam	skills-dir	Python/HTSlib workflows for genomic files. Use when reading, querying, filtering, or writing SAM/BAM/CRAM, VCF/BCF, FASTA/FASTQ, or tabix...
skill	pytdc	skills-dir	Use Therapeutics Data Commons through the PyTDC Python package for registry discovery, approved dataset access, task-aware splits, evalua...
skill	pytorch-lightning	skills-dir	Deep learning framework (PyTorch Lightning / lightning package). Organize PyTorch code into LightningModules, configure Trainers for mult...
skill	pyzotero	skills-dir	Interact with Zotero reference management libraries using the pyzotero Python client. Retrieve, create, update, and delete items, collect...
skill	qa	skills-dir	Systematically QA test a web application and fix bugs found. (gstack)
skill	qa-only	skills-dir	Report-only QA testing. (gstack)
skill	qiskit	skills-dir	Build, simulate, transpile, and execute quantum circuits with Qiskit and IBM Quantum Runtime. Use for Qiskit 2.x circuits and operators, ...
skill	qutip	skills-dir	Simulate and audit closed and open quantum-system models with QuTiP 5, including deterministic, trajectory, steady-state, spectral, and p...
skill	rdkit	skills-dir	Cheminformatics toolkit for fine-grained molecular control. SMILES/SDF parsing, descriptors (MW, LogP, TPSA), fingerprints, substructure ...
skill	relsa-severity-assessment	skills-dir	Multivariate severity assessment and humane endpoint prediction for laboratory animal studies using the RELSA (RELative Severity Assessme...
skill	research-grants	skills-dir	Write competitive research proposals for NSF, NIH, DOE, DARPA, and Taiwan NSTC. Agency-specific formatting, review criteria, budget prepa...
skill	research-lookup	skills-dir	Compile current scholarly evidence for a scientific manuscript or research brief. Use when the user explicitly asks to gather literature,...
skill	retro	skills-dir	Weekly engineering retrospective. (gstack)
skill	review	skills-dir	Pre-landing PR review. (gstack)
skill	rowan	skills-dir	Rowan is a cloud-native molecular modeling and medicinal-chemistry workflow platform with a Python API. Use for pKa and macropKa predicti...
skill	scanpy	skills-dir	Standard single-cell RNA-seq analysis pipeline. Use for QC, normalization, dimensionality reduction (PCA/UMAP/t-SNE), clustering, differe...
skill	scholar-evaluation	skills-dir	Provide qualitative-first, evidence-traceable developmental review of scholarly works and audit low-stakes research-assessment rubrics wi...
skill	scientific-brainstorming	skills-dir	Facilitates evidence-aware scientific ideation with independent generation, structured discussion, explicit assumptions, transparent eval...
skill	scientific-critical-thinking	skills-dir	Evaluate scientific claims and evidence quality. Use for assessing experimental design validity, identifying biases and confounders, appl...
skill	scientific-schematics	skills-dir	Create publication-quality scientific diagrams using Nano Banana 2 AI with smart iterative refinement. Uses Gemini 3.6 Flash for quality ...
skill	scientific-slides	skills-dir	Build slide decks and presentations for research talks. Use this for making PowerPoint slides, conference presentations, seminar talks, r...
skill	scientific-visualization	skills-dir	Create and audit truthful, accessible, publication-ready scientific figures with Matplotlib, Seaborn, or Plotly. Use for figure design, m...
skill	scientific-writing	skills-dir	Draft, revise, and audit scientific manuscripts or reports with explicit evidence provenance, reporting-guideline coverage, authorship ac...
skill	scikit-bio	skills-dir	Biological data toolkit. Sequence analysis, alignments, phylogenetic trees, diversity metrics (alpha/beta, UniFrac), ordination (PCoA), P...
skill	scikit-learn	skills-dir	Machine learning in Python with scikit-learn. Use when working with supervised learning (classification, regression), unsupervised learni...
skill	scikit-survival	skills-dir	Build, evaluate, and audit right-censored or competing-risk survival workflows with scikit-survival, including leakage-safe preprocessing...
skill	scrape	skills-dir	Pull data from a web page. (gstack)
skill	scvelo	skills-dir	RNA velocity analysis with scVelo. Estimate cell state transitions from unspliced/spliced mRNA dynamics, infer trajectory directions, com...
skill	scvi-tools	skills-dir	Deep generative models for single-cell omics. Use when you need probabilistic batch correction (scVI), transfer learning, differential ex...
skill	seaborn	skills-dir	Statistical visualization with pandas integration. Use for quick exploration of distributions, relationships, and categorical comparisons...
skill	setup-browser-cookies	skills-dir	Import cookies from your real Chromium browser into the headless browse session. (gstack)
skill	setup-deploy	skills-dir	Configure deployment settings for /land-and-deploy.
skill	setup-gbrain	skills-dir	Set up gbrain for this coding agent: install the CLI, initialize a local PGLite or Supabase brain, register MCP, capture per-remote trust...
skill	shap	skills-dir	Explain and audit machine-learning predictions with SHAP. Use for selecting SHAP explainers and maskers, computing and validating feature...
skill	ship	skills-dir	Ship workflow: detect + merge base branch, run tests, review diff, bump VERSION, update CHANGELOG, commit, push, create PR. (gstack)
skill	simpy	skills-dir	Build, inspect, test, and analyze bounded process-based discrete-event simulations with SimPy, including events, resources, interrupts, m...
skill	skillify	skills-dir	Codify the most recent successful /scrape flow into a permanent browser-skill on disk. (gstack)
skill	spec	skills-dir	Turn vague intent into a precise, executable spec in five phases. (gstack)
skill	stable-baselines3	skills-dir	Production-ready reinforcement learning algorithms (PPO, SAC, DQN, TD3, DDPG, A2C) with scikit-learn-like API. Use for standard RL experi...
skill	statistical-analysis	skills-dir	Guided statistical analysis for research data - test selection, assumption checking, effect sizes, power analysis, Bayesian alternatives,...
skill	statistical-power	skills-dir	Sample-size and statistical power calculations for planning studies. Use whenever someone asks "how many subjects/samples/replicates do I...
skill	statsmodels	skills-dir	Statistical models library for Python. Use when you need specific model classes (OLS, GLM, mixed models, ARIMA) with detailed diagnostics...
skill	ste-writing	skills-dir	Rewrite prose (docs, READMEs, PR descriptions, error messages, release notes, comments — never code) into ASD-STE100 Simplified Technical...
skill	sympy	skills-dir	Use when you need exact symbolic math in Python — algebra, calculus, equation solving, symbolic linear algebra, or code generation via la...
skill	sync-gbrain	skills-dir	Keep gbrain current with this repo's code and refresh agent search guidance in CLAUDE.md. (gstack)
skill	tamarind	skills-dir	Access a collection of open-source molecular design and structural biology tools on the Tamarind Bio platform, via its REST API or MCP se...
skill	task-observer	skills-dir	Monitors task execution for skill improvement opportunities. Use this skill during ANY multi-step task, agentic workflow, or substantive ...
skill	tiledbvcf	skills-dir	Efficient storage and retrieval of genomic variant data using TileDB. Scalable VCF/BCF ingestion, incremental sample addition, compressed...
skill	timesfm-forecasting	skills-dir	Zero-shot time series forecasting with Google's TimesFM foundation model. Use for any univariate time series (sales, sensors, energy, vit...
skill	torch-geometric	skills-dir	PyTorch Geometric (PyG) for graph neural networks — node/link/graph classification, message passing (GCN, GAT, GraphSAGE, GIN), heterogen...
skill	torchdrug	skills-dir	Build and troubleshoot TorchDrug 0.2.1 workflows for molecular graphs, property prediction, self-supervised pretraining, molecule generat...
skill	transformers	skills-dir	Hugging Face Transformers for loading Hub models, running pipeline inference, text generation, and Trainer fine-tuning on NLP, vision, au...
skill	treatment-plans	skills-dir	Format and structurally validate local treatment-plan documentation after clinical decisions have already been supplied and verified by a...
skill	umap-learn	skills-dir	Use UMAP-learn for nonlinear dimensionality reduction, 2D/3D embeddings, clustering preprocessing, supervised or semi-supervised UMAP, De...
skill	uncertainty-and-units	skills-dir	Track physical units and propagate measurement uncertainty in scientific calculations using pint and uncertainties. Use for unit conversi...
skill	unfreeze	skills-dir	Clear the freeze boundary set by /freeze, allowing edits to all directories again. (gstack)
skill	usfiscaldata	skills-dir	Query the U.S. Treasury Fiscal Data REST API for federal financial data. No API key required. Use for national debt (Debt to the Penny), ...
skill	using-tmux-for-interactive-commands	skills-dir	Use when you need to run interactive CLI tools (vim, git rebase -i, Python REPL, etc.) that require real-time input/output - provides tmu...
skill	vaex	skills-dir	Use this skill for processing and analyzing large tabular datasets (billions of rows) that exceed available RAM. Vaex excels at out-of-co...
skill	venue-templates	skills-dir	Prepare journal manuscripts, conference papers, research posters, and grant documents using venue-specific formatting guidance and bundle...
skill	video-use	skills-dir	Edit any video by conversation. Transcribe, cut, color grade, generate overlay animations, burn subtitles — for talking heads, montages, ...
skill	what-if-oracle	skills-dir	Run structured What-If scenario analysis with 4–6 branch possibility exploration (best, likely, worst, wild card, contrarian, second-orde...
skill	which-skill	skills-dir	Use when unsure which of the many installed skills or plugins fits a request. Runs a fast local index search instead of reasoning over th...
skill	windows-vm	skills-dir	Create, manage, or connect to a headless Windows 11 VM running in Docker with SSH access. Use when the user wants to spin up, stop, resta...
skill	xlsx	skills-dir	Create, edit, analyze, or convert Excel spreadsheets (.xlsx, .xlsm, .xltx) where the workbook file is the primary deliverable. Use for fo...
